MID,DISCIPLINE,EIN,CO_LOC_RES,NTEEC,DUNS,NAICS,COMMONNAME,LEGALNAME,ALTNAME,AKADBA,ADSTREET,ADCITY,ADSTATE,ADZIP,ADZIP5,PHSTREET,PHCITY,PHSTATE,PHZIP,PHZIP5,PHONE,WEBURL,IRS_NAME15,TAXPER15,INCOMECD15,INCOME15,REVENUE15,IRS_STREET15,IRS_CITY15,IRS_STATE15,IRS_ZIP15,RULEDATE15,IPEDS,INSTNAME,INSTCITY,INSTST,LONGITUDE,LATITUDE,AAMREG,BEAREG,LOCALE4,FIPSST,FIPSCO,GSTREET,GCITY,GSTATE,GZIP,GZIP5,BMF15_F,IRS990_F,IMLSAD_F,PFND_F,FCT3P_F,USER_F,UNI_F,OTHER_F,SOURCE
8401100216,GMU,593834374, , ,791028462, ,PALISADES MUSEUM PREHISTORY,PALISADES MUSEUM PREHISTORY, , ,5766 SHERIER PL NW,WASHINGTON,DC,20016-5320,20016, , , , , ,2022622360,HTTP://WWW.PMOP.ORG/, , , , , , , , , , , , , , ,-77.11134,38.93287,2,2,1,11,001,5766 SHERIER PL NW,WASHINGTON,DC,20016-5320,20016,0,1,0,0,0,0,0,0, 
8401100217,GMU,680648222, ,A50, , ,NATIONAL MALL CONSERVANCY,NATIONAL MALL CONSERVANCY, , ,1000 POTOMAC STREET NW,WASHINGTON,DC,20007-3501,20007, , , , , , , , , , , , , , , , , , , , , ,-77.06509,38.90311,2,2,1,11,001,1000 POTOMAC STREET NW,WASHINGTON,DC,20007-3501,20007,0,1,0,0,0,0,0,0, 
8401100226,GMU,920078355, , , ,712120,DAUGHTERS OF THE AMERICAN REVOLUTION MUSEUM,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTIO, , ,1776 L ST NW,WASHINGTON,DC,20036-5406,20036, , , , , ,2026281776,HTTP://WWW.DAR.ORG/MUSEUM,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTIO,201412,0,0,0,22915 EAGLE GLACIER LOOP,EAGLE RIVER,AK,99577-9526,196906, , , , ,-149.45449,61.30216,6,8,4,02,020,22915 EAGLE GLACIER LOOP,EAGLE RIVER,AK,99577-9526,99577,1,1,0,0,0,0,0,0, 
8401100231,GMU, , , , , ,U.S. DEPARTMENT OF THE INTERIOR MUSEUM,U.S. DEPARTMENT OF THE INTERIOR MUSEUM, , ,1849 C STREET NW,WASHINGTON,DC,20240,20240,1849 C STREET NW,WASHINGTON,DC,20240,20240,2022084743,HTTP://WWW.DOI.GOV//INTERIORMUSEUM/INDEX.CFM, , , , , , , , , , , , , , ,-77.04259,38.8936,2,2,1,11,001,1849 C STREET NW,WASHINGTON,DC,20240,20240,0,0,0,0,0,1,0,0, 
8401200002,GMU,592353355, ,P28, ,624190,ZELLWOOD COMMUNITY CENTER,ZELLWOOD COMMUNITY CENTER INC, , ,3160 UNION ST,ZELLWOOD,FL,32798,32798, , , , , ,4078846222,HTTP://WWW.ZELLWOODCC.COM,ZELLWOOD COMMUNITY CENTER INC,201405,0,0,0,PO BOX 832,ZELLWOOD,FL,32798-0832,198410, , , , ,-81.58582,28.7235,3,5,2,12,095,PO BOX 832,ZELLWOOD,FL,32798-0832,32798,1,0,0,0,1,0,0,0, 
8401200004,GMU,200067668, ,A50, ,712110,WARBIRD AIR MUSEUM,WARBIRD WEST AIR MUSEUM INC, , ,6600 TICO RD,TITUSVILLE,FL,32780,32780, , , , , ,3212681941, ,WARBIRD WEST AIR MUSEUM INC,201312,4,119973,119973,7918 N EL CAJON BLVD 363,LA MESA,CA,91941-0000,200311, , , , ,-117.02668,32.76938,6,8,2,06,073,7918 N EL CAJON BLVD 363,LA MESA,CA,91941-0000,91941,1,0,1,0,0,0,0,0, 
8401200007,GMU, , , ,132698619, ,ZEPHYRHILLS DEPOT MUSEUM,ZEPHYRHILLS DEPOT MUSEUM, , ,39110 SOUTH AVE,ZEPHYRHILLS,FL,33542,33542, , , , , ,8137800067, , , , , , , , , , , , , , , ,-82.16942,28.22997,3,5,2,12,101,39110 SOUTH AVE,ZEPHYRHILLS,FL,33542,33542,0,0,0,0,1,0,0,0, 
8401200011,GMU, , , , , ,UNION DEPOT AND ATLANTIC COAST LINE FREIGHT STATION,UNION DEPOT AND ATLANTIC COAST LINE FREIGHT STATION, , ,200 BLK OF N OHIO AVE,LIVE OAK,FL,32064,32064, , , , , , , , , , , , , , , , , , , , , ,-82.98982,30.29297,3,5,4,12, ,200 BLK OF N OHIO AVE,LIVE OAK,FL,32064,32064,0,0,0,0,1,0,0,0, 
8401200016,GMU, , , , , ,WHITMAN FAMILY MUSEUM,WHITMAN FAMILY MUSEUM, , ,9700 COLLINS AVE,BAL HARBOUR,FL,33154,33154, , , , , ,3054039254, , , , , , , , , , , , , , , ,-80.12489,25.88913,3,5,2,12,086,9700 COLLINS AVE,BAL HARBOUR,FL,33154,33154,0,0,0,0,1,0,0,0, 
8401200019,GMU,651284395, ,A50, ,712110,WINGS OF FREEDOM AVIATION MUSEUM,WINGS OF DREAMS INC, , ,1784 W NEW LENOX LN,DUNNELLON,FL,34434,34434,7100 AIRPORT ROAD,STARKE,FL,34434,34434,3524650727,HTTP://WWW.WINGSOFDREAMS.ORG/,WINGS OF DREAMS INC,201312,3,41841,41841,PO BOX 357071,GAINESVILLE,FL,32635-7071,200804, , , , ,-82.04586,29.83805,3,5,4,12,019,7100 AIRPORT ROAD,STARKE,FL,34434,34434,1,0,0,0,1,0,0,0, 
8401200020,GMU,592910063, , ,787821144,712120,WALTON COUNTY HERTITAGE MUSEUM,WALTON COUNTY HERITAGE ASSOCIATION INC, , ,1140 CIRCLE DR,DEFUNIAK SPRINGS,FL,32435,32435, , , , , ,8509512127,HTTP://WWW.WALTONCOUNTYHERITAGE.ORG,WALTON COUNTY HERITAGE ASSOCIATION INC,201412,0,0,0,1140 CIRCLE DR,DEFUNIAK SPG,FL,32435-2583,198901, , , , ,-86.11526,30.71925,3,5,3,12,131,1140 CIRCLE DR,DEFUNIAK SPG,FL,32435-2583,32435,1,0,0,0,1,0,0,0, 
8401200023,GMU, , , , , ,TOMOKA STATE PARK MUSEUM,TOMOKA STATE PARK MUSEUM, , ,2099 NORTH BEACH STREET,ORMOND BEACH,FL,32174-2707,32174, , , , , ,3866764050,HTTPS://WWW.FLORIDASTATEPARKS.ORG/PARK/TOMOKA, , , , , , , , , , , , , , ,-81.08303,29.33923,3,5,1,12,127,2099 NORTH BEACH STREET,ORMOND BEACH,FL,32174-2707,32174,0,0,1,0,0,0,0,0, 
8401200024,GMU,590809627, , ,070083423, ,ST. PETERSBURG MUSEUM OF HISTORY & HISTORICAL SOCIETY,ST PETERSBURG HISTORICAL SOCIETY, , ,335 SECOND AVE NE,ST PETERSBURG,FL,33701-3527,33701, , , , , ,8138941052,HTTP://SPMOH.COM/,ST PETERSBURG HISTORICAL SOCIETY,201403,4,369196,337167,335 2ND AVE NE,ST PETERSBUR,FL,33701-3501,195712, , , , ,-82.63093,27.77348,3,5,1,12,103,335 2ND AVE NE,ST PETERSBUR,FL,33701-3501,33701,1,0,1,0,0,0,0,0, 
8401200026,GMU, , , , , ,TITANIC EXPERIENCE,TITANIC EXPERIENCE, , ,7324 INTERNATIONAL DR,ORLANDO,FL,32819,32819, , , , , ,4072481166,HTTP://WWW.PREMIEREXHIBITIONS.COM/EXHIBITIONS/3/3/TITANIC-ARTIFACT-EXHIBITION, , , , , , , , , , , , , , ,-81.4709,28.455,3,5,2,12,095,7324 INTERNATIONAL DR,ORLANDO,FL,32819,32819,0,0,0,0,1,0,0,0, 
8401200027,GMU,651026058, ,A11, ,813219,SOUTHWEST FLORIDA MUSEUM OF HISTORY,SOUTHWEST FLORIDA MUSEUM OF HISTORY FOUNDATION INC, , ,2031 JACKSON ST,FORT MYERS,FL,33901,33901, , , , , ,2393217430,HTTP://WWW.SWFLMUSEUMOFHISTORY.COM,SOUTHWEST FLORIDA MUSEUM OF HISTORY FOUNDATION INC,201312,2,21497, ,2031 JACKSON ST,FORT MYERS,FL,33901-3619,200011, , , , ,-81.86667,26.64028,3,5,1,12,071,2031 JACKSON ST,FORT MYERS,FL,33901-3619,33901,1,0,0,0,1,0,0,0, 
8401200029,GMU, , , , , ,SINGING STONE,SINGING STONE, , ,1903 N 19TH ST,TAMPA,FL,33605,33605, , , , , ,9036198478,HTTP://WWW.SINGINGSTONEONLINE.COM, , , , , , , , , , , , , , ,-82.43789,27.96102,3,5,1,12,057,1903 N 19TH ST,TAMPA,FL,33605,33605,0,0,0,0,1,0,0,0, 
8401200032,GMU, , , ,360774322, ,TAMPA BAY AUTOMOBILE MUSEUM,TAMPA BAY AUTOMOBILE MUSEUM, , ,3301 GATEWAY CENTRE BLVD N,PINELLAS PARK,FL,33782,33782, , , , , ,7275798226,HTTP://WWW.TBAUTO.ORG, , , , , , , , , , , , , , ,-82.68765,27.8513,3,5,2,12,103,3301 GATEWAY CENTRE BLVD N,PINELLAS PARK,FL,33782,33782,0,0,0,0,1,0,0,0, 
8401200034,GMU, , , , , ,TURNER MUSEUM,TURNER MUSEUM, , ,PO BOXBOX 11073,SARASOTA,FL,34278,34278, , , , , , , , , , , , , , , , , , , , , ,-82.53032,27.3321,3,5,1,12, ,PO BOXBOX 11073,SARASOTA,FL,34278,34278,0,0,1,0,0,0,0,0, 
8401200036,GMU,596152455, , , , ,T.T. WENTWORTH JR FLORIDA STATE MUSEUM,T T WENTWORTH JR HISTORICAL FOUNDATION INC, , ,330 S JEFFERSON ST,PENSACOLA,FL,32502,32502, , , , , ,8505955990,HTTP://WWW.HISTORICPENSACOLA.ORG,T T WENTWORTH JR HISTORICAL FOUNDATION INC,201408,0,0,0,323 LAKEVIEW DR,SANTA RSA BC,FL,32459-6604,196010, , , , ,-86.09292,30.30839,3,5,4,12,131,323 LAKEVIEW DR,SANTA RSA BC,FL,32459-6604,32459,1,0,0,0,1,0,0,0, 
8401200042,GMU, , , , , ,SAINT AUGUSTINE PIRATE AND TREASURE MUSEUM,ST AUGUSTINE PIRATE AND TREASURE MUSEUM, , ,12 S CASTILLO DR,SAINT AUGUSTINE,FL,32084,32084, , , , , ,8774675863,HTTP://THEPIRATEMUSEUM.COM/, , , , , , , , , , , , , , ,-81.31287,29.89702,3,5,2,12,109,12 S CASTILLO DR,SAINT AUGUSTINE,FL,32084,32084,0,0,0,0,1,0,0,0, 
8401200044,GMU, , , , , ,SIVAN OF KEY WEST,SIVAN OF KEY WEST, , ,534 DUVAL ST,KEY WEST,FL,33040,33040, , , , , ,5343882578,HTTP://WWW.JAMESCOLEMANART.COM/, , , , , , , , , , , , , , ,-81.80234,24.55509,3,5,3,12,087,534 DUVAL ST,KEY WEST,FL,33040,33040,0,0,0,0,1,0,0,0, 
8401200045,GMU, , , , , ,SPORTS IMMORTALS MUSEUM,SPORTS IMMORTALS MUSEUM, , ,6830 N FEDERAL HWY,BOCA RATON,FL,33487,33487, , , , , ,5619972575,HTTP://WWW.SPORTSIMMORTALS.COM, , , , , , , , , , , , , , ,-80.07623,26.40955,3,5,1,12,099,6830 N FEDERAL HWY,BOCA RATON,FL,33487,33487,0,0,0,0,1,0,0,0, 
8401200046,GMU,650687303, ,A11,126018808,813219,SPADY MUSEUM,EXPANDING AND PRESERVING OUR CULTURAL HERITAGE INC, , ,170 NW 5TH AVE,DELRAY BEACH,FL,33444,33444, , , , , ,7069584283,HTTP://WWW.SPADYMUSEUM.ORG,EXPANDING AND PRESERVING OUR CULTURAL HERITAGE INC,201409,4,311237,311237,PO BOX 3077,DELRAY BEACH,FL,33447-0000,199712, , , , , , ,3,5, ,12, ,PO BOX 3077,DELRAY BEACH,FL,33447-0000,33447,1,0,0,0,1,0,0,0, 
8401200047,GMU, , , ,117839485, ,SIDESHOW MUSEUM,SIDESHOW MUSEUM, , ,14932 US HIGHWAY 19,HUDSON,FL,34667,34667, , , , , ,7278610631, , , , , , , , , , , , , , , ,-82.68363,28.3742,3,5,2,12,101,14932 US HIGHWAY 19,HUDSON,FL,34667,34667,0,0,0,0,1,0,0,0, 
8401200051,GMU, , , , , ,STEPHEN FOSTER STATE FOLK CULTURE CENTER,STEPHEN FOSTER STATE FOLK CULTURE CENTER, , ,11016 LILLIAN SAUNDERS DR,WHITE SPRINGS,FL,32096,32096,11016 LILLIAN SAUNDERS DRIVE,WHITE SPRINGS,FL,32096,32096,3863972733,HTTPS://WWW.FLORIDASTATEPARKS.ORG/PARK/STEPHEN-FOSTER, , , , , , , , , , , , , , ,-82.75544,30.34042,3,5,4,12, ,11016 LILLIAN SAUNDERS DRIVE,WHITE SPRINGS,FL,32096,32096,0,0,1,0,0,0,0,0, 
8401200053,GMU, , , , , ,TRAIN DEPOT MUSEUM,TRAIN DEPOT MUSEUM, , ,70 RUSSELL ST,BROOKSVILLE,FL,34601,34601, , , , , ,3527994766,HTTP://WWW.BROOKSVILLEHISTORICALTRAINDEPOT.COM/, , , , , , , , , , , , , , ,-82.3871,28.54948,3,5,2,12,053,70 RUSSELL ST,BROOKSVILLE,FL,34601,34601,0,0,0,0,1,0,0,0, 
8401200056,GMU,202900795, ,A11,884370024,813219,TAMPA BAY HISTORY CENTER,TAMPA BAY HISTORY CENTER FOUNDATION, , ,801 OLD WATER STREET,TAMPA,FL,33602,33602, , , , , ,8132280097,HTTP://TAMPABAYHISTORYCENTER.ORG/,TAMPA BAY HISTORY CENTER FOUNDATION,201309,6,1467339,578091,801 OLD WATER ST,TAMPA,FL,33602-5418,200706, , , , ,-82.45342,27.94429,3,5,1,12,057,801 OLD WATER ST,TAMPA,FL,33602-5418,33602,1,0,1,0,0,0,0,0, 
8401200059,GMU,592617611, , , ,710000,TARPON SPRINGS CULTURAL CENTER,PROMETHEAS PAN HELLENIC CULTURAL CENTER OF FLORIDA INC, , ,101 S PINELLAS AVE,TARPON SPRINGS,FL,34689,34689, , , , , ,7279425605, ,PROMETHEAS PAN HELLENIC CULTURAL CENTER OF FLORIDA INC,201312,3,52741,17377,123 E ORANGE ST,TARPON SPGS,FL,34689-3441,199209, , , , ,-82.75549,28.14732,3,5,2,12,103,123 E ORANGE ST,TARPON SPGS,FL,34689-3441,34689,1,0,0,0,1,0,0,0, 
8401200060,GMU,593176953, ,A50, ,712110,TED WILLIAMS MUSEUM,TED WILLIAMS MUSEUM AND HITTERS HALL OF FAME INC, , ,1 TROPICANA DR,ST PETERSBURG,FL,33705,33705, , , , , ,7278253137,HTTP://TEDWILLIAMSMUSEUM.COM,TED WILLIAMS MUSEUM AND HITTERS HALL OF FAME INC,201312,6,1464961,917803,2476 N ESSEX AVE,HERNANDO,FL,34442-5321,199306, , , , ,-82.43388,28.89976,3,5,2,12,017,2476 N ESSEX AVE,HERNANDO,FL,34442-5321,34442,1,0,0,0,1,0,0,0, 
8401200062,GMU, , , , , ,OLD SAINT AUGUSTINE VILLAGE MUSEUM,OLD SAINT AUGUSTINE VILLAGE MUSEUM, , ,246 SAINT GEORGE ST,SAINT AUGUSTINE,FL,32084,32084,246 SAINT GEORGE ST,SAINT AUGUSTINE,FL,32084,32084,9048239722,HTTP://WWW.OLD-STAUG-VILLAGE.COM, , , , , , , , , , , , , , ,-81.31233,29.88999,3,5,2,12,109,246 SAINT GEORGE ST,SAINT AUGUSTINE,FL,32084,32084,0,0,0,0,1,0,0,0, 
8401200065,GMU, , , , , ,POTTER'S WAX MUSEUM,POTTER'S WAX MUSEUM, , ,17 KING ST,SAINT AUGUSTINE,FL,32084,32084, , , , , ,9048299056,HTTP://WWW.POTTERSWAX.COM, , , , , , , , , , , , , , ,-81.3125,29.89213,3,5,2,12,109,17 KING ST,SAINT AUGUSTINE,FL,32084,32084,0,0,0,0,1,0,0,0, 
8401200067,GMU,272931258, ,A50, , ,PURVIS YOUNG MUSEUM,PURVIS YOUNG MUSEUM, , ,721 PROGRESSO DR,FORT LAUDERDALE,FL,33304,33304, , , , , ,9547650721,HTTP://PURVISYOUNGMUSEUM.COM/PURVIS-YOUNG-LEADERS-COME-TOGETHER/, , , , , , , , , , , , , , ,-80.14345,26.13242,3,5,1,12,011,721 PROGRESSO DR,FORT LAUDERDALE,FL,33304,33304,0,0,0,0,1,0,0,0, 
8401200068,GMU,810479627, , , ,813219,PIONEER FLORIDA MUSEUM AND VILLAGE,FRIENDS OF THE PIONEER MUSEUM INC, , ,15602 PIONEER MUSEUM RD,DADE CITY,FL,33523,33523, , , , , ,3525670262,HTTP://WWW.PIONEERFLORIDAMUSEUM.ORG,FRIENDS OF THE PIONEER MUSEUM INC,201406,3,28647,27431,PO BOX 975,GLASGOW,MT,59230-0975,199306, , , , ,-106.63646,48.20741,5,7,4,30,105,PO BOX 975,GLASGOW,MT,59230-0975,59230,1,0,0,0,1,0,0,0, 
8401200069,GMU, , , , , ,ORLANDO FIRE MUSEUM,ORLANDO FIRE MUSEUM, , ,819 E ROLLINS RD,ORLANDO,FL,32803,32803, , , , , ,4078983138,HTTP://WWW.CITYOFORLANDO.NET/, , , , , , , , , , , , , , ,-81.35354,28.55499,3,5,1,12, ,819 E ROLLINS RD,ORLANDO,FL,32803,32803,0,0,0,0,1,0,0,0, 
8401200071,GMU,593550761, , , , ,OLD FLORIDA MUSEUM,OLD FLORIDA MUSEUM, , ,259 SAN MARCO AVE,SAINT AUGUSTINE,FL,32084,32084,259 SAN MARCO AVE,SAINT AUGUSTINE,FL,32084,32084,9048248874,HTTP://WWW.OLDFLORIDAMUSEUM.COM, , , , , , , , , , , , , , ,-81.32243,29.91741,3,5,2,12,109,259 SAN MARCO AVE,SAINT AUGUSTINE,FL,32084,32084,0,0,0,0,1,0,0,0, 
8401200073,GMU, , , , , ,REEL HOLLYWOOD INTERTAINMENT MUSEUM OF FLORIDA,REEL HOLLYWOOD INTERTAINMENT MUSEUM OF FLORIDA, , ,101 N OCEAN DR,HOLLYWOOD,FL,33019,33019, , , , , ,9549256109, , , , , , , , , , , , , , , ,-80.11735,26.01361,3,5,2,12,011,101 N OCEAN DR,HOLLYWOOD,FL,33019,33019,0,0,0,0,1,0,0,0, 
8401200075,GMU, , , , , ,PEOPLE-COLOR SCIENTIST,PEOPLE-COLOR SCIENTIST, , ,5156 NORWOOD AVE,JACKSONVILLE,FL,32208,32208, , , , , ,9045517986, , , , , , , , , , , , , , , ,-81.66427,30.3718,3,5,1,12,031,5156 NORWOOD AVE,JACKSONVILLE,FL,32208,32208,0,0,0,0,1,0,0,0, 
8401200076,GMU, , , ,957624539, ,RUBELL FAMILY COLLECTION,RUBELL FAMILY COLLECTION, , ,95 NW 29TH ST,MIAMI,FL,33127,33127, , , , , ,3055736090,HTTPS://RFC.MUSEUM/, , , , , , , , , , , , , , ,-80.19637,25.80423,3,5,1,12,086,95 NW 29TH ST,MIAMI,FL,33127,33127,0,0,0,0,1,0,0,0, 
8401200080,GMU, , , , , ,MOUNT DORA HISTORY MUSEUM,ROYELLOU MUSEUM,ROYELLOU MUSEUM, ,450 ROYELLOU LN,MOUNT DORA,FL,32757,32757, , , , , ,3523830006, , , , , , , , , , , , , , , ,-81.64419,28.79999,3,5,2,12,069,450 ROYELLOU LN,MOUNT DORA,FL,32757,32757,0,0,0,0,1,0,0,0, 
8401200081,GMU, , , ,019548730, ,RANEY HOUSE MUSEUM,RANEY HOUSE MUSEUM, , ,128 MARKET ST,APALACHICOLA,FL,32320,32320, , , , , ,8506531700, , , , , , , , , , , , , , , ,-84.98726,29.7202,3,5,3,12,037,128 MARKET ST,APALACHICOLA,FL,32320,32320,0,0,0,0,1,0,0,0, 
8401200083,GMU,650032803, , , ,611110,OLD SCHOOL SQUARE,DELRAY BEACH CENTER FOR THE ARTS INC, , ,51 N SWINTON AVE,DELRAY BEACH,FL,33444,33444, , , , , ,5612437922,HTTP://DELRAYCENTERFORTHEARTS.ORG/,DELRAY BEACH CENTER FOR THE ARTS INC,201309,6,3742616,2308278,51 N SWINTON AVE,DELRAY BEACH,FL,33444-2631,198811, , , , ,-80.07303,26.46256,3,5,1,12,099,51 N SWINTON AVE,DELRAY BEACH,FL,33444-2631,33444,1,0,0,0,1,0,0,0, 
8401200091,GMU, , , , , ,MARGULIES COLLECTION,MARGULIES COLLECTION, , ,591 NW 27TH ST,MIAMI,FL,33127,33127, , , , , ,3055761051,HTTP://WWW.MARGULIESWAREHOUSE.COM, , , , , , , , , , , , , , ,-80.20448,25.80189,3,5,1,12,086,591 NW 27TH ST,MIAMI,FL,33127,33127,0,0,0,0,1,0,0,0, 
8401200092,GMU,650999010, ,A50,037345688,712110,MUSEUM OF LIFESTYLE AND FASHION,MUSEUM OF LIFESTYLE & FASHION HISTORY INC, , ,801 N CONGRESS AVE,BOYNTON BEACH,FL,33426,33426, , , , , ,5612432662,HTTP://WWW.MLFHMUSEUM.ORG,MUSEUM OF LIFESTYLE & FASHION HISTORY INC,201312,0,0,0,PO BOX 6127,DELRAY BEACH,FL,33482-6127,200102, , , , ,-80.12257,26.46491,3,5,2,12,099,PO BOX 6127,DELRAY BEACH,FL,33482-6127,33482,1,0,0,0,1,0,0,0, 
8401200095,GMU,592470958, ,A20,123652112,710000,MOUNT DORA CENTER FOR THE ARTS,MOUNT DORA MUSEUM OF SPEED, , ,206 N HIGHLAND ST,MOUNT DORA,FL,32757,32757, , , , , ,3523850049, ,MOUNT DORA CENTER FOR THE ARTS INC,201406,4,387609,371413,138 E 5TH AVE,MOUNT DORA,FL,32757-5573,198604, , , , ,-81.64453,28.80044,3,5,2,12,069,138 E 5TH AVE,MOUNT DORA,FL,32757-5573,32757,1,0,0,0,1,0,0,0, 
8401200096,GMU, , , , , ,MISSION OF NOMBRE MUSEUM,MISSION OF NOMBRE MUSEUM, , ,101 SAN MARCO AVE,SAINT AUGUSTINE,FL,32084,32084, , , , , ,9042016060,HTTP://MISSIONANDSHRINE.ORG/?PAGE_ID=9, , , , , , , , , , , , , , ,-81.31526,29.90461,3,5,2,12,109,101 SAN MARCO AVE,SAINT AUGUSTINE,FL,32084,32084,0,0,0,0,1,0,0,0, 
8401200098,GMU,592207143, , ,622559570,712110,MEL FISHER'S TREASURE MUSEUM,MEL FISHER MARITIME HERITAGE SOCIETY INC, , ,1322 US HIGHWAY 1,SEBASTIAN,FL,32958,32958, , , , , ,7725890435,HTTP://WWW.MELFISHER.COM/DEFAULT.HTML,MEL FISHER MARITIME HERITAGE SOCIETY INC,201309,6,1609259,1445456,200 GREENE ST,KEY WEST,FL,33040-6516,198210, , , , ,-81.80641,24.55817,3,5,3,12,087,200 GREENE ST,KEY WEST,FL,33040-6516,33040,1,0,0,0,1,0,0,0, 
8401200099,GMU, , , , , ,MARITIME AND YACHTING MUSEUM,MARITIME AND YACHTING MUSEUM, , ,3250 S KANNER HWY,STUART,FL,34994,34994, , , , , ,7726921234,HTTP://WWW.MYMFLORIDA.COM/, , , , , , , , , , , , , , ,-80.24987,27.16529,3,5,2,12,085,3250 S KANNER HWY,STUART,FL,34994,34994,0,0,0,0,1,0,0,0, 
8401200103,GMU,237117322, ,A82, , ,MUSEUM OF APOPKANS,APOPKA HISTORICAL SOCIETY INC, , ,122 E 5TH ST,APOPKA,FL,32703,32703, , , , , ,4077031707,HTTP://WWW.APOPKAMUSEUM.ORG,APOPKA HISTORICAL SOCIETY INC,201312,2,10382,10382,122 E 5TH ST,APOPKA,FL,32703-5314,197110, , , , ,-81.5085,28.67151,3,5,2,12,095,122 E 5TH ST,APOPKA,FL,32703-5314,32703,1,0,0,0,1,0,0,0, 
8401200104,GMU, , , ,137676008, ,NEW SMYRNA MUSEUM OF HISTORY,NEW SMYRNA MUSEUM OF HISTORY, , ,120 SAMS AVE,NEW SMYRNA BEACH,FL,32168,32168, , , , , ,3864780052,HTTP://WWW.NSBHISTORY.ORG, , , , , , , , , , , , , , ,-80.92208,29.02579,3,5,2,12,127,120 SAMS AVE,NEW SMYRNA BEACH,FL,32168,32168,0,0,0,0,1,0,0,0, 
8401200111,GMU, , , ,120056382, ,MUSEUM OF THE CITY OF LAKE WORTH,MUSEUM OF THE CITY OF LAKE WORTH, , ,414 LAKE AVENUE,LAKE WORTH,FL,33460,33460, , , , , ,5615337354,HTTP://WWW.LAKEWORTH.ORG/, , , , , , , , , , , , , , ,-80.05258,26.61586,3,5,2,12,099,414 LAKE AVENUE,LAKE WORTH,FL,33460,33460,0,0,1,0,0,0,0,0, 
8401200112,GMU, , , , , ,MIND'S EYE MUSEUM,MIND'S EYE MUSEUM, , ,2207 E BUSCH BLVD,TAMPA,FL,33612,33612, , , , , ,8139350736, , , , , , , , , , , , , , , ,-82.43457,28.03246,3,5,1,12,057,2207 E BUSCH BLVD,TAMPA,FL,33612,33612,0,0,0,0,1,0,0,0, 
8401200114,GMU, , , , , ,MUSEUM-FLORIDA ART AND CULTURE,MUSEUM-FLORIDA ART AND CULTURE, , ,600 W COLLEGE DR,AVON PARK,FL,33825,33825, , , , , ,8637847240,HTTP://MOFAC.ORG/, , , , , , , , , , , , , , ,-81.51342,27.56983,3,5,4,12,055,600 W COLLEGE DR,AVON PARK,FL,33825,33825,0,0,0,0,1,0,0,0, 
8401200115,GMU, , , ,104184259, ,MCLARTY TREASURE MUSEUM,MCLARTY TREASURE MUSEUM, , ,13180 HIGHWAY,VERO BEACH,FL,32963,32963, , , , , ,7725892147,HTTPS://WWW.FLORIDASTATEPARKS.ORG/PARK/SEBASTIAN-INLET, , , , , , , , , , , , , , ,-80.36883,27.67788,3,5,4,12, ,13180 HIGHWAY,VERO BEACH,FL,32963,32963,0,0,0,0,1,0,0,0, 
8401200116,GMU, , , , , ,MUSEUM OF ISLANDS,MUSEUM OF ISLANDS, , ,5728 SESAME DR,BOKEELIA,FL,33922,33922, , , , , ,2392831525,HTTP://WWW.MUSEUMOFTHEISLANDS.COM, , , , , , , , , , , , , , ,-82.11997,26.61519,3,5,4,12,071,5728 SESAME DR,BOKEELIA,FL,33922,33922,0,0,0,0,1,0,0,0, 
8401200117,GMU,592569073, , ,829499300,813219,NAVY SEAL MUSEUM,UDT-SEAL MUSEUM ASSOCIATION INC, , ,3300 N HWY AIA,FORT PIERCE,FL,34949,34949, , , , , ,7725955845, ,UDT-SEAL MUSEUM ASSOCIATION INC,201312,6,1774104,1406097,3300 NORTH HIGHWAY ALA,FORT PIERCE,FL,34949-0000,198510, , , , ,-80.29802,27.47696,3,5,2,12, ,3300 NORTH HIGHWAY ALA,FORT PIERCE,FL,34949-0000,34949,1,0,1,0,0,0,0,0, 
8401200118,GMU,593562504, ,A50, ,712110,JESSIE PORTER'S HERITAGE HOUSE MUSEUM AND ROBERT FROST COTTAGE,NATIONAL ARMED SERVICES & LAW ENFORCEMENT MEMORIAL MUSEUM I, ,NATIONAL ARMED SERVICES AND LAWN ENFORCEMENT MEMORIAL MUSEUM,500 DOUGLAS AVE,DUNEDIN,FL,34698,34698, , , , , ,7277340700,HTTP://NASLEMM.ORG/,NATIONAL ARMED SERVICES & LAW ENFORCEMENT MEMORIAL MUSEUM I,201312,3,59198,49133,PO BOX 1585,DUNEDIN,FL,34697-1585,199907, , , , ,-82.76347,28.0246,3,5,2,12,103,PO BOX 1585,DUNEDIN,FL,34697-1585,34697,1,0,0,0,1,0,0,0, 
8401200120,GMU, , , , , ,MUSEUM CENTER AT SPRUCE CREEK,MUSEUM CENTER AT SPRUCE CREEK, , ,1819 TAYLOR RD,PORT ORANGE,FL,32128,32128, , , , , ,3867883234, , , , , , , , , , , , , , , ,-81.04862,29.08869,3,5,4,12,127,1819 TAYLOR RD,PORT ORANGE,FL,32128,32128,0,0,0,0,1,0,0,0, 
